web-scraper-order,web-scraper-start-url,liens,liens-href,marque_model,annee,kilometrage,boite de vitesse,carburant,prix,reference,adresse de vente,proprietaire
"1720699322-282","https://dakar-auto.com/senegal/voitures-4?&page=86","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/fiesta/annonce-136820","Ford Fiesta 2010 Dakar","Année: 2010","1 km","Manuelle","Essence","2 500 000 F CFA","Ref.: 136820","Yoff","Moustapha GUEYE"
"1720699325-283","https://dakar-auto.com/senegal/voitures-4?&page=86","4","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-136819","Ford Focus 2014 Dakar","Année: 2014","88000 km","Automatique","Essence","4 950 000 F CFA","Ref.: 136819","Mermoz Sacré-Coeur","CANADA AUTO PIÈCES"
"1720699328-284","https://dakar-auto.com/senegal/voitures-4?&page=86","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-136818","Ford Edge 2015 Dakar","Année: 2015","88000 km","Automatique","Essence","12 500 000 F CFA","Ref.: 136818","Mermoz Sacré-Coeur","CANADA AUTO PIÈCES"
"1720699331-285","https://dakar-auto.com/senegal/voitures-4?&page=86","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-136815","Ford Edge 2014 Dakar","Année: 2014","62000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 136815","Hann Bel-Air","madiop ndiaye"
"1720699334-286","https://dakar-auto.com/senegal/voitures-4?&page=86","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/jeep/cherokee/annonce-136816","Jeep Cherokee 2014 Dakar","Année: 2014","112000 km","Automatique","Essence","8 000 000 F CFA","Ref.: 136816","Sicap Sacré Coeur","Seynabou Mbengue"
"1720699337-287","https://dakar-auto.com/senegal/voitures-4?&page=86","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/volkswagen/tiguan/annonce-136814","Volkswagen Tiguan 2016 Dakar","Année: 2016","111633 km","Automatique","Essence","9 700 000 F CFA","Ref.: 136814","Médina","KHADIM GUEYE"
"1720699340-288","https://dakar-auto.com/senegal/voitures-4?&page=86","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/f150/annonce-136813","Ford F150 2013 Dakar","Année: 2013","100800 km","Automatique","Essence","12 800 000 F CFA","Ref.: 136813","Médina","KHADIM GUEYE"
"1720699343-289","https://dakar-auto.com/senegal/voitures-4?&page=86","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/outlander-sport/annonce-136812","Mitsubishi Outlander-Sport 2015 Dakar","Année: 2015","1 km","Automatique","Essence","8 000 000 F CFA","Ref.: 136812","Mermoz Sacré-Coeur","A-T Auto"
"1720699346-290","https://dakar-auto.com/senegal/voitures-4?&page=86","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-136811","Ford Edge 2018 Dakar","Année: 2018","13077 km","Automatique","Diesel","13 500 000 F CFA","Ref.: 136811","Almadies","TGV Immobilier"
"1720699349-291","https://dakar-auto.com/senegal/voitures-4?&page=86","6","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/fusion/annonce-136810","Ford Fusion 2013 Dakar","Année: 2013","133000 km","Automatique","Essence","3 500 000 F CFA","Ref.: 136810","Dieuppeul Derklé","Sohibou"
"1720699352-292","https://dakar-auto.com/senegal/voitures-4?&page=86","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/citroen/berlingo/annonce-136271","Citroen Berlingo 2006 Dakar","Année: 2006","1 km","Manuelle","Diesel","2 700 000 F CFA","Ref.: 136271","Sicap Liberté","Cheick Fall"
"1720699355-293","https://dakar-auto.com/senegal/voitures-4?&page=86","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/fusion/annonce-135877","Ford Fusion 2012 Dakar","Année: 2012","150 km","Automatique","Essence","3 800 000 F CFA","Ref.: 135877","Mbour","Ibou SARR"
"1720699358-294","https://dakar-auto.com/senegal/voitures-4?&page=86","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-se/annonce-136839","Ford ESCAPE-SE 2014 Dakar","Année: 2014","1 km","Automatique","Essence","5 000 000 F CFA","Ref.: 136839","Médina","Thiam Teranga"
"1720699361-295","https://dakar-auto.com/senegal/voitures-4?&page=86","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/rvr/annonce-136838","Mitsubishi RVR 2015 Dakar","Année: 2015","89000 km","Automatique","Essence","7 800 000 F CFA","Ref.: 136838","Mermoz Sacré-Coeur","DAROU MOUHTY AUTOMOBILLES"
"1720699364-296","https://dakar-auto.com/senegal/voitures-4?&page=86","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/kia/sportage/annonce-136837","Kia Sportage 2014 Dakar","Année: 2014","54000 km","Automatique","Essence","8 000 000 F CFA","Ref.: 136837","Dieuppeul Derklé","Abdou Lahat"
"1720699367-297","https://dakar-auto.com/senegal/voitures-4?&page=86","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/jeep/grand-cherokee/annonce-136836","Jeep grand-cherokee 2014 Dakar","Année: 2014","120000 km","Automatique","Essence","15 000 000 F CFA","Ref.: 136836","Sicap Sacré Coeur","CB Touba AUTOMOBILE"
"1720699370-298","https://dakar-auto.com/senegal/voitures-4?&page=86","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x4/annonce-136835","Bmw X4 2019 Dakar","Année: 2019","33000 km","Automatique","Essence","43 000 000 F CFA","Ref.: 136835","Mermoz Sacré-Coeur","DAKAR LUXURY CARS"
"1720699373-299","https://dakar-auto.com/senegal/voitures-4?&page=86","8","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/toyota/camry/annonce-136834","Toyota Camry 2016 Dakar","Année: 2016","99000 km","Automatique","Essence","9 400 000 F CFA","Ref.: 136834","Mermoz Sacré-Coeur","DAKAR LUXURY CARS"
"1720699376-300","https://dakar-auto.com/senegal/voitures-4?&page=86","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/nissan/rogue/annonce-136833","Nissan ROGUE 2018 Dakar","Année: 2018","30000 km","Automatique","Essence","16 000 000 F CFA","Ref.: 136833","Mermoz Sacré-Coeur","DAKAR LUXURY CARS"
"1720699381-301","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/jeep/grand-cherokee/annonce-136832","Jeep grand-cherokee 2016 Dakar","Année: 2016","36000 km","Automatique","Essence","16 000 000 F CFA","Ref.: 136832","Mermoz Sacré-Coeur","DAKAR LUXURY CARS"
"1720699384-302","https://dakar-auto.com/senegal/voitures-4?&page=85","1","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/hilux/annonce-136830","Toyota Hilux 2014 Dakar","Année: 2014","1 km","Manuelle","Diesel","14 200 000 F CFA","Ref.: 136830","Golf","Laye Ndiaye"
"1720699387-303","https://dakar-auto.com/senegal/voitures-4?&page=85","4","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/volkswagen/touareg/annonce-136831","Volkswagen Touareg 2005 Dakar","Année: 2005","258900 km","Automatique","Essence","1 200 000 F CFA","Ref.: 136831","Yoff","Auto CAR"
"1720699391-304","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/jeep/cherokee/annonce-136706","Jeep Cherokee 2014 Dakar","Année: 2014","88000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 136706","Mermoz Sacré-Coeur","BARAKA AUTOMOBILE"
"1720699399-305","https://dakar-auto.com/senegal/voitures-4?&page=85","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/galloper/annonce-136809","Hyundai Galloper 2000 Dakar","Année: 2000","218270 km","Manuelle","Diesel","2 700 000 F CFA","Ref.: 136809","Guédiawaye","Pico Gaye"
"1720699402-306","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/asx/annonce-136843","Mitsubishi Asx 2021 Dakar","Année: 2021","12000 km","Automatique","Essence","16 000 000 F CFA","Ref.: 136843","Médina","Psk Automobil"
"1720699405-307","https://dakar-auto.com/senegal/voitures-4?&page=85","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/508/annonce-136842","Peugeot 508 2013 Dakar","Année: 2013","108000 km","Manuelle","Diesel","4 750 000 F CFA","Ref.: 136842","Mermoz Sacré-Coeur","salam ."
"1720699408-308","https://dakar-auto.com/senegal/voitures-4?&page=85","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/santa-fe/annonce-136841","Hyundai Santa Fe 2014 Dakar","Année: 2014","1 km","Automatique","Diesel","8 500 000 F CFA","Ref.: 136841","Mermoz Sacré-Coeur","Auto Business"
"1720699410-309","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-titanium/annonce-136840","Ford Escape-Titanium 2016 Dakar","Année: 2016","100000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 136840","Ouest Foire","Ahmed .."
"1720699413-310","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/chevrolet/colorado/annonce-136844","Chevrolet Colorado 2015 Dakar","Année: 2015","99000 km","Automatique","Essence","13 000 000 F CFA","Ref.: 136844","Sicap Sacré Coeur","Pape Faye"
"1720699420-311","https://dakar-auto.com/senegal/voitures-4?&page=85","4","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/kuga/annonce-136845","Ford Kuga 2013 Dakar","Année: 2013","100000 km","Automatique","Essence","7 000 000 F CFA","Ref.: 136845","Cité Keur gorgui","Imad Achak"
"1720699423-312","https://dakar-auto.com/senegal/voitures-4?&page=85","","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/rover/4-4-range-rover/annonce-136849","Rover 4*4-range-rover 2018 Dakar","Année: 2018","60000 km","Automatique","Essence","52 000 000 F CFA","Ref.: 136849","Mermoz Sacré-Coeur","Magatte NIANG"
"1720699426-313","https://dakar-auto.com/senegal/voitures-4?&page=85","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/dacia/logan/annonce-136850","Dacia Logan 2008 Dakar","Année: 2008","1 km","Manuelle","Essence","1 700 000 F CFA","Ref.: 136850","Plateau","Abib Dia"
"1720699429-314","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/ix35/annonce-136851","Hyundai Ix35 2011 Dakar","Année: 2011","1 km","Manuelle","Diesel","4 700 000 F CFA","Ref.: 136851","Plateau","Abib Dia"
"1720699432-315","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/toyota/chr/annonce-136856","Toyota CHR 2018 Dakar","Année: 2018","33000 km","Automatique","Essence","16 500 000 F CFA","Ref.: 136856","Sicap Liberté","Sén-Téranga-auto. Sénégal"
"1720699435-316","https://dakar-auto.com/senegal/voitures-4?&page=85","9","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/toyota/land-cruiser/annonce-136855","Toyota Land Cruiser 2014 Dakar","Année: 2014","55000 km","Automatique","Essence","32 000 000 F CFA","Ref.: 136855","Médina","Sén-Téranga-auto. Sénégal"
"1720699438-317","https://dakar-auto.com/senegal/voitures-4?&page=85","7","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/nissan/pathfinder/annonce-136854","Nissan Pathfinder 2017 Dakar","Année: 2017","80000 km","Automatique","Essence","11 000 000 F CFA","Ref.: 136854","Mermoz Sacré-Coeur","Sén-Téranga-auto. Sénégal"
"1720699441-318","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/hyundai/santa-fe/annonce-136853","Hyundai Santa Fe 2013 Dakar","Année: 2013","73000 km","Automatique","Essence","9 700 000 F CFA","Ref.: 136853","Médina","Sén-Téranga-auto. Sénégal"
"1720699444-319","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/neuf/berlines-and-breaks/mazda/cx-5/annonce-136852","Mazda Cx-5 2014 Dakar","Année: 2014","100000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 136852","Médina","Sén-Téranga-auto. Sénégal"
"1720699447-320","https://dakar-auto.com/senegal/voitures-4?&page=85","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/rvr/annonce-136857","Mitsubishi RVR 2014 Dakar","Année: 2014","80000 km","Automatique","Essence","7 700 000 F CFA","Ref.: 136857","Mermoz Sacré-Coeur","DAROU MOUHTY AUTOMOBILLES"
"1720699453-321","https://dakar-auto.com/senegal/voitures-4?&page=84","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-136858","Ford Focus 2014 Dakar","Année: 2014","83000 km","Automatique","Essence","2 000 000 F CFA","Ref.: 136858","Thiès","Khadim Diop"
"1720699456-322","https://dakar-auto.com/senegal/voitures-4?&page=84","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/renault/koleos/annonce-136873","Renault Koleos 2010 Dakar","Année: 2010","1 km","Manuelle","Diesel","2 600 000 F CFA","Ref.: 136873","Plateau","Abib Dia"
"1720699459-323","https://dakar-auto.com/senegal/voitures-4?&page=84","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/fusion/annonce-136872","Ford Fusion 2011 Dakar","Année: 2011","1 km","Automatique","Essence","2 350 000 F CFA","Ref.: 136872","Plateau","Abib Dia"
"1720699463-324","https://dakar-auto.com/senegal/voitures-4?&page=84","8","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-136871","Ford Focus 2006 Dakar","Année: 2006","1 km","Manuelle","Essence","1 700 000 F CFA","Ref.: 136871","Plateau","Abib Dia"
"1720699466-325","https://dakar-auto.com/senegal/voitures-4?&page=84","8","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/citroen/picasso/annonce-136870","Citroen Picasso 2007 Dakar","Année: 2007","1 km","Manuelle","Diesel","1 800 000 F CFA","Ref.: 136870","Plateau","Abib Dia"
"1720699469-326","https://dakar-auto.com/senegal/voitures-4?&page=84","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/volkswagen/tiguan/annonce-136869","Volkswagen Tiguan 2016 Dakar","Année: 2016","111633 km","Automatique","Essence","8 900 000 F CFA","Ref.: 136869","Médina","KHADIM GUEYE"
"1720699472-327","https://dakar-auto.com/senegal/voitures-4?&page=84","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/3008/annonce-136868","Peugeot 3008 2014 Dakar","Année: 2014","49000 km","Automatique","Essence","6 700 000 F CFA","Ref.: 136868","Sicap Foire","Babou CISSE"
"1720699475-328","https://dakar-auto.com/senegal/voitures-4?&page=84","6","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/partner/annonce-136867","Peugeot Partner 2015 Dakar","Année: 2015","100000 km","Manuelle","Diesel","4 300 000 F CFA","Ref.: 136867","Sicap Liberté","Ababacar ndiaye"
"1720699478-329","https://dakar-auto.com/senegal/voitures-4?&page=84","6","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/308/annonce-136866","Peugeot 308 2008 Dakar","Année: 2008","2500000 km","Manuelle","Diesel","2 500 000 F CFA","Ref.: 136866","Rufisque","Cheikh Ahmadou Bamba Thiam"
"1720699481-330","https://dakar-auto.com/senegal/voitures-4?&page=84","6","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/508/annonce-136863","Peugeot 508 2013 Dakar","Année: 2013","300000 km","Automatique","Diesel","2 800 000 F CFA","Ref.: 136863","Fann","Boy Poulo"
"1720699484-331","https://dakar-auto.com/senegal/voitures-4?&page=84","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/308/annonce-136861","Peugeot 308 2014 Dakar","Année: 2014","195000 km","Automatique","Essence","5 300 000 F CFA","Ref.: 136861","Mermoz Sacré-Coeur","CB Touba AUTOMOBILE"
"1720699487-332","https://dakar-auto.com/senegal/voitures-4?&page=84","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/307/annonce-136865","Peugeot 307 2007 Dakar","Année: 2007","200000 km","Manuelle","Diesel","2 300 000 F CFA","Ref.: 136865","Sicap Liberté","Ababacar ndiaye"
"1720699490-333","https://dakar-auto.com/senegal/voitures-4?&page=84","6","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/308/annonce-136860","Peugeot 308 2015 Dakar","Année: 2015","110000 km","Automatique","Essence","7 250 000 F CFA","Ref.: 136860","Mamelles","Start& Drive"
"1720699493-334","https://dakar-auto.com/senegal/voitures-4?&page=84","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/mercedes/classe-a/annonce-136882","Mercedes Classe A 2014 Dakar","Année: 2014","74000 km","Automatique","Diesel","9 500 000 F CFA","Ref.: 136882","Mermoz Sacré-Coeur","Pape Faye"
"1720699496-335","https://dakar-auto.com/senegal/voitures-4?&page=84","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/bmw/328i/annonce-136886","Bmw 328i 2014 Dakar","Année: 2014","114000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 136886","Liberté 6","Fadall MbackÃ©"
"1720699499-336","https://dakar-auto.com/senegal/voitures-4?&page=84","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/elantra/annonce-136884","Hyundai Elantra 2016 Dakar","Année: 2016","90000 km","Automatique","Essence","4 900 000 F CFA","Ref.: 136884","Mermoz Sacré-Coeur","Babacar Thioune"
"1720699502-337","https://dakar-auto.com/senegal/voitures-4?&page=84","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x5/annonce-136883","Bmw X5 2015 Dakar","Année: 2015","70000 km","Automatique","Essence","19 500 000 F CFA","Ref.: 136883","Médina","Sén-Téranga-auto. Sénégal"
"1720699505-338","https://dakar-auto.com/senegal/voitures-4?&page=84","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/jeep/grand-cherokee/annonce-136879","Jeep grand-cherokee 2015 Dakar","Année: 2015","113709 km","Automatique","Essence","14 000 000 F CFA","Ref.: 136879","Médina","Modou DIOP"
